"","Species","Genus","Family","meanWD","WD_level","IUCN"
"633","Hibiscus_articulatus","Hibiscus","Malvaceae",0.456181818181818,"genus","LC"
"634","Hibiscus_cannabinus","Hibiscus","Malvaceae",0.456181818181818,"genus",NA
"635","Hibiscus_micranthus","Hibiscus","Malvaceae",0.456181818181818,"genus",NA
"636","Hygrophila_auriculata","Hygrophila","Acanthaceae",0.595714885285868,"dataset","LC"
"637","Hyparrhenia_filipendula","Hyparrhenia","Poaceae",0.595714885285868,"dataset",NA
"638","Indigofera_colutea","Indigofera","Fabaceae",0.595714885285868,"dataset",NA
"639","Indigofera_dendroides","Indigofera","Fabaceae",0.595714885285868,"dataset",NA
"640","Ipomoea_aquatica","Ipomoea","Convolvulaceae",0.435,"genus","LC"
"641","Ipomoea_biflora","Ipomoea","Convolvulaceae",0.435,"genus",NA
"642","Ipomoea_coptica","Ipomoea","Convolvulaceae",0.435,"genus",NA
"643","Ipomoea_crassipes","Ipomoea","Convolvulaceae",0.435,"genus",NA
"644","Ipomoea_eriocarpa","Ipomoea","Convolvulaceae",0.435,"genus",NA
"645","Ipomoea_lapathifolia","Ipomoea","Convolvulaceae",0.435,"genus","LC"
"646","Ipomoea_mombassana","Ipomoea","Convolvulaceae",0.435,"genus",NA
"647","Ipomoea_obscura","Ipomoea","Convolvulaceae",0.435,"genus",NA
"648","Ipomoea_pileata","Ipomoea","Convolvulaceae",0.435,"genus",NA
"649","Ipomoea_venosa","Ipomoea","Convolvulaceae",0.435,"genus","LC"
"650","Lannea_schweinfurthii","Lannea","Anacardiaceae",0.452416666666667,"genus","NT"
"651","Lantana_radula","Lantana","Verbenaceae",0.595714885285868,"dataset",NA
"652","Leptochloa_panicea","Leptochloa","Poaceae",0.595714885285868,"dataset","LC"
"653","Maerua_grantii","Maerua","Capparaceae",0.595714885285868,"dataset",NA
"654","Manilkara_mochisia","Manilkara","Sapotaceae",0.885127236652237,"genus","LC"
"655","Meyna_tetraphylla","Meyna","Rubiaceae",0.595714885285868,"dataset",NA
"656","Oryza_punctata","Oryza","Poaceae",0.595714885285868,"dataset","LC"
"657","Dichanthelium_dichotomum","Dichanthelium","Poaceae",0.595714885285868,"dataset",NA
"658","Megathyrsus_infestus","Megathyrsus","Poaceae",0.595714885285868,"dataset",NA
"659","Pavetta_fascifolia","Pavetta","Rubiaceae",0.595714885285868,"dataset","DD"
"660","Pseudolachnostylis_maprouneifolia","Pseudolachnostylis","Phyllanthaceae",0.62,"genus","LC"
"661","Terminalia_myrtifolia","Terminalia","Combretaceae",0.6304967779212,"genus",NA
"662","Pyrenacantha_kaurabassana","Pyrenacantha","Icacinaceae",0.595714885285868,"dataset",NA
"663","Rourea_orientalis","Rourea","Connaraceae",0.595714885285868,"dataset","LC"
"664","Schoenoplectiella_articulata","Schoenoplectiella","Cyperaceae",0.595714885285868,"dataset","LC"
"665","Scleria_microcarpa","Scleria","Cyperaceae",0.595714885285868,"dataset","LC"
"666","Sclerocarya_birrea","Sclerocarya","Anacardiaceae",0.4885,"genus",NA
"667","Setaria_incrassata","Setaria","Poaceae",0.595714885285868,"dataset",NA
"668","Sida_acuta","Sida","Malvaceae",0.595714885285868,"dataset",NA
"669","Sida_rhombifolia","Sida","Malvaceae",0.595714885285868,"dataset",NA
"670","Sida_spinosa","Sida","Malvaceae",0.595714885285868,"dataset",NA
"671","Siphonochilus_kirkii","Siphonochilus","Zingiberaceae",0.595714885285868,"dataset",NA
"672","Slereospermum_kunthianum","Slereospermum","Bignoniaceae",0.595714885285868,"dataset","LC"
"673","Sorghum_veriscolor","Sorghum","Poaceae",0.595714885285868,"dataset",NA
"674","Spermacoce_sphaerostigma","Spermacoce","Rubiaceae",0.595714885285868,"dataset",NA
"675","Sphaeranthus_kirkii","Sphaeranthus","Compositae",0.595714885285868,"dataset",NA
"676","Sporobolus_fimbriatus","Sporobolus","Poaceae",0.595714885285868,"dataset",NA
"677","Sporobolus_ioclados","Sporobolus","Poaceae",0.595714885285868,"dataset",NA
"678","Sporobolus_pyramidalis","Sporobolus","Poaceae",0.595714885285868,"dataset",NA
"679","Strychnos_madagascariensis","Strychnos","Loganiaceae",0.689805555555556,"genus","LC"
"680","Tephrosia_pumila","Tephrosia","Fabaceae",0.595714885285868,"dataset","LC"
"681","Tephrosia_stormsii","Tephrosia","Fabaceae",0.595714885285868,"dataset",NA
"682","Terminalia_mollis","Terminalia","Combretaceae",0.6304967779212,"genus","LC"
"683","Terminalia_spinosa","Terminalia","Combretaceae",0.6304967779212,"genus",NA
"684","Themeda_triandra","Themeda","Poaceae",0.595714885285868,"dataset",NA
"685","Tragia_furialis","Tragia","Euphorbiaceae",0.595714885285868,"dataset",NA
"686","Tricholaena_monachne","Tricholaena","Poaceae",0.595714885285868,"dataset",NA
"687","Tricliceras_brevicaule","Tricliceras","Turneraceae",0.595714885285868,"dataset",NA
"688","Tylosema_fassoglense","Tylosema","Fabaceae",0.595714885285868,"dataset",NA
"689","Urochloa_trichopus","Urochloa","Poaceae",0.595714885285868,"dataset",NA
"690","Vigna_friesiorum","Vigna","Fabaceae",0.595714885285868,"dataset","LC"
"691","Vigna_frutescens","Vigna","Fabaceae",0.595714885285868,"dataset","LC"
"692","Vigna_vexillata","Vigna","Fabaceae",0.595714885285868,"dataset",NA
"693","Vinga_unguiculata","Vinga","Fabaceae",0.595714885285868,"dataset",NA
"694","Albizia_zygia","Albizia","Fabaceae",0.556356916099773,"genus","LC"
"695","Amphimas_pterocarpoides","Amphimas","Fabaceae",0.597642857142857,"genus","LC"
"696","Erythrophleum_ivorense","Erythrophleum","Fabaceae",0.808748214285714,"genus",NA
"697","Myrianthus_libericus","Myrianthus","Urticaceae",0.4495,"genus","LC"
"698","Plagiosiphon_emarginatus","Plagiosiphon","Fabaceae",0.595714885285868,"dataset","LC"
"699","Odyendea_gabunensis","Odyendea","Simaroubaceae",0.595714885285868,"dataset",NA
"700","Terminalia_ivorensis","Terminalia","Combretaceae",0.6304967779212,"genus","VU"
"701","Dialium_dinklagei","Dialium","Fabaceae",0.812419230769231,"genus","LC"
"702","Millettia_leonensis","Millettia","Fabaceae",0.696722222222222,"genus",NA
"703","Shirakiopsis_aubrevillei","Shirakiopsis","Euphorbiaceae",0.5115,"genus","VU"
"704","Vitex_ferruginea","Vitex","Lamiaceae",0.565170666666667,"genus","LC"
"705","Vitex_grandifolia","Vitex","Lamiaceae",0.565170666666667,"genus","LC"
"706","Vitex_micrantha","Vitex","Lamiaceae",0.565170666666667,"genus","LC"
"707","Voacanga_africana","Voacanga","Apocynaceae",0.595714885285868,"dataset",NA
"708","Warburgia_ugandensis","Warburgia","Canellaceae",0.689,"genus",NA
"709","Aganope_stuhlmannii","Aganope","Fabaceae",0.595714885285868,"dataset","LC"
"710","Ximenia_americana","Ximenia","Olacaceae",0.866666666666667,"genus","LC"
"711","Xylopia_acutiflora","Xylopia","Annonaceae",0.591037654320988,"genus","LC"
"712","Xylopia_aethiopica","Xylopia","Annonaceae",0.591037654320988,"genus","LC"
"713","Xylopia_hypolampra","Xylopia","Annonaceae",0.591037654320988,"genus","NC"
"714","Xylopia_quintasii","Xylopia","Annonaceae",0.591037654320988,"genus","LC"
"715","Xylopia_rubescens","Xylopia","Annonaceae",0.591037654320988,"genus","LC"
"716","Xylopia_staudtii","Xylopia","Annonaceae",0.591037654320988,"genus","LC"
"717","Xymalos_monospora","Xymalos","Monimiaceae",0.595714885285868,"dataset","LC"
"718","Zanthoxylum_heitzii","Zanthoxylum","Rutaceae",0.617740728715729,"genus","LC"
"719","Zehneria_scabra","Zehneria","Cucurbitaceae",0.595714885285868,"dataset",NA
"720","Zehneria_thwaitesii","Zehneria","Cucurbitaceae",0.595714885285868,"dataset",NA
"721","Brenania_brieyi","Brenania","Rubiaceae",0.595714885285868,"dataset",NA
"722","Gambeya_beguei","Gambeya","Sapotaceae",0.595714885285868,"dataset","LC"
"723","Pachyelasma_tessmannii","Pachyelasma","Fabaceae",0.738,"genus",NA
"724","Thomandersia_laurifolia","Thomandersia","Thromandersiaceae",0.595714885285868,"dataset","LC"
"725","Antrocaryon_micraster","Antrocaryon","Anacardiaceae",0.498788888888889,"genus","VU"
"726","Gambeya_perpulchra","Gambeya","Sapotaceae",0.595714885285868,"dataset","LC"
"727","Manilkara_mabokeensis","Manilkara","Sapotaceae",0.885127236652237,"genus",NA
